1::Benadryl 1::Cold|Cough
806::Aplenzin 3::Depression
807::Desyrel Dividose 3::Depression
808::doxepin 3::Depression
809::Forfivo XL 3::Depression
810::lithiumOFF LABEL 3::Depression
811::olanzapineOFF LABEL 3::Depression
812::Paxil CR 3::Depression
813::risperidoneOFF LABEL 3::Depression
814::Symbyax 3::Depression
815::Asendin 3::Depression
816::desipramine 3::Depression
817::desvenlafaxine 3::Depression
818::Emsam 3::Depression
819::imipramine 3::Depression
820::Irenka 3::Depression
821::Methylin ER 3::Depression
822::methylphenidate 3::Depression
823::Nardil 3::Depression
824::nefazodone 3::Depression
825::Pamelor 3::Depression
826::Parnate 3::Depression
827::Pexeva 3::Depression
828::Prozac Weekly 3::Depression
829::Rapiflux 3::Depression
830::Remeron SolTab 3::Depression
831::Sinequan 3::Depression
832::Abilify Discmelt 3::Depression
833::amitriptyline / chlordiazepoxide 3::Depression
834::amoxapine 3::Depression
835::Anafranil 3::Depression
836::Ambien 3::Insomnia
837::trazodoneOFF LABEL 3::Insomnia
838::zolpidem 3::Insomnia
839::Lunesta 3::Insomnia
840::Ativan 3::Insomnia
841::Dalmane 3::Insomnia
842::Restoril 3::Insomnia
843::Ambien CR 3::Insomnia
844::temazepam 3::Insomnia
845::Zyprexa ZydisOFF LABEL 3::Insomnia
846::Prosom 3::Insomnia
847::amitriptyline 3::Insomnia
848::Halcion 3::Insomnia
849::Rozerem 3::Insomnia
850::Advil PM 3::Insomnia
851::Belsomra 3::Insomnia
852::lorazepam 3::Insomnia
853::clonazepamOFF LABEL 3::Insomnia
854::Silenor 3::Insomnia
855::Sonata 3::Insomnia
856::Intermezzo 3::Insomnia
857::Unisom SleepTabs 3::Insomnia
858::ZyprexaOFF LABEL 3::Insomnia
859::Tylenol PM 3::Insomnia
860::diphenhydramine 3::Insomnia
861::doxepin 3::Insomnia
862::gabapentinOFF LABEL 3::Insomnia
863::eszopiclone 3::Insomnia
864::mirtazapineOFF LABEL 3::Insomnia
865::doxylamine 3::Insomnia
866::flurazepam 3::Insomnia
867::Seconal 3::Insomnia
868::triazolam 3::Insomnia
869::quetiapineOFF LABEL 3::Insomnia
870::diphenhydramine / ibuprofen 3::Insomnia
871::estazolam 3::Insomnia
872::olanzapineOFF LABEL 3::Insomnia
873::Seconal Sodium 3::Insomnia
874::zaleplon 3::Insomnia
875::Doral 3::Insomnia
876::Edluar 3::Insomnia
877::secobarbital 3::Insomnia
878::Zolpimist 3::Insomnia
879::acetaminophen / diphenhydramine 3::Insomnia
880::chloral hydrate 3::Insomnia
881::Compoz Nighttime Sleep Aid 3::Insomnia
882::Nytol 3::Insomnia
883::oxazepamOFF LABEL 3::Insomnia
884::quazepam 3::Insomnia
885::ramelteon 3::Insomnia
886::Simply Sleep 3::Insomnia
887::Sominex 3::Insomnia
888::Unisom SleepGels 3::Insomnia
889::Unisom SleepMelts 3::Insomnia
890::butabarbitalOFF LABEL 3::Insomnia
891::Nytol QuickCaps 3::Insomnia
892::pentobarbitalOFF LABEL 3::Insomnia
893::phenobarbitalOFF LABEL 3::Insomnia
894::Sleepinal 3::Insomnia
895::suvorexant 3::Insomnia
896::Tranquil Nighttime Sleep Aid 3::Insomnia
897::Twilite 3::Insomnia
898::Z-Sleep 3::Insomnia
899::ZzzQuil 3::Insomnia
900::Aceta-Gesic 3::Insomnia
901::Aldex AN 3::Insomnia
902::Aldex AN Chewable 3::Insomnia
903::Aleve PM 3::Insomnia
904::amobarbitalOFF LABEL 3::Insomnia
905::Aquachloral Supprettes 3::Insomnia
906::Care One Sleep Aid 3::Insomnia
907::dimenhydrinateOFF LABEL 3::Insomnia
908::diphenhydramine / magnesium salicylate 3::Insomnia
909::diphenhydramine / naproxen 3::Insomnia
910::Doans PM 3::Insomnia
911::Doxytex 3::Insomnia
912::Equaline Sleep Aid 3::Insomnia
913::Equate Sleep Aid 3::Insomnia
914::Excedrin PM 3::Insomnia
915::Headache Relief PM 3::Insomnia
916::Hetlioz 3::Insomnia
917::Ibuprofen PM 3::Insomnia
918::Legatrin PM 3::Insomnia
919::Mapap PM 3::Insomnia
920::Medi-Sleep 3::Insomnia
921::Midol PM 3::Insomnia
922::Motrin PM 3::Insomnia
923::Night Time Pain 3::Insomnia
924::Nighttime Sleepaid 3::Insomnia
925::Pain Relief PM Extra Strength 3::Insomnia
926::Percogesic Extra Strength 3::Insomnia
927::Sleep Aid 3::Insomnia
928::tasimelteon 3::Insomnia
929::Tylenol Sore Throat Nighttime 3::Insomnia
930::Unisom PM Pain 3::Insomnia
931::Benadryl 4::Cold|Cough
932::diphenhydramine 4::Cold
933::chlorpheniramine 4::Cold
934::Tussionex Pennkinetic 4::Cold
935::Acetaminophen 4::Cold
936::chlorpheniramine 4::Cold
937::phenylephrine 4::Cold
938::Tylenol Cold 4::Cold
939::Banophen 4::Cold
940::Chlor­Trimeton 4::Cold
941::Coricidin HBP Maximum Strength Flu 4::Cold
942::TussiCaps 4::Cold
943::Tylenol Cold MultiSymptom 4::Cold
944::Sudafed PE Sinus & Allergy 4::Cold
945::pseudoephedrine /triprolidine 4::Cold
946::Sudafed PE Cold & Cough 4::Cold
947::Vicks Nyquil D Cold and Flu Nighttime Relief 4::Cold
948::Coricidin HBP Cold & Flu 4::Cold
949::Vicks Dayquil Cold & Flu Relief 4::Cold
950::Promethazine DM 4::Cold
951::carboplatin 4::Cancer
952::Adriamycin 4::Cancer
953::Cytoxan 4::Cancer
954::Adrucil 4::Cancer
955::fluorouracil 4::Cancer
956::cyclophosphamide 4::Cancer
957::doxorubicin 4::Cancer
958::etoposide 4::Cancer
959::Paraplatin 4::Cancer
960::Cosmegen 4::Cancer
961::Ethyol 4::Cancer
962::Cytoxan Lyophilized 4::Cancer
963::Leukeran 4::Cancer
964::Vincasar PFS 4::Cancer
965::Oncovin 4::Cancer
966::Toposar 4::Cancer
967::vincristine 4::Cancer
968::Etopophos 4::Cancer
969::Fludara 4::Cancer
970::Neosar 4::Cancer
971::amifostine 4::Cancer
972::chlorambucil 4::Cancer
973::Hycamtin 4::Cancer
974::Ifex 4::Cancer
975::Mustargen 4::Cancer
976::Aricept 4::Alzheimer
977::Namenda 4::Alzheimer
978::donepezil 4::Alzheimer
979::Exelon 4::Alzheimer
980::Aricept ODT 4::Alzheimer
981::memantine 4::Alzheimer
982::Namenda XR 4::Alzheimer
983::Razadyne ER 4::Alzheimer
984::galantamine 4::Alzheimer
985::Razadyne 4::Alzheimer
986::rivastigmine 4::Alzheimer
987::Alpha E 4::Alzheimer
988::vitamin e 4::Alzheimer
989::Hydergine 4::Alzheimer
990::Namzaric 4::Alzheimer
991::Aqua-E 4::Alzheimer
992::Aqua Gem-E 4::Alzheimer
993::Aquasol E 4::Alzheimer
994::Aquavite-E 4::Alzheimer
995::Nutr-E-Sol 4::Alzheimer
996::donepezil / memantine 4::Alzheimer
997::E-400 Clear 4::Alzheimer
998::E-600 4::Alzheimer
999::E-Gems 4::Alzheimer
1000::ergoloid mesylates 4::Alzheimer
1001::sumatriptan 4::Migraine
1002::Imitrex 4::Migraine
1003::Maxalt 4::Migraine
1004::Relpax 4::Migraine
1005::Amerge 4::Migraine
1006::Axert 4::Migraine
1007::Butalbital Compound 4::Migraine
1008::Treximet 4::Migraine
1009::Zomig 4::Migraine
1010::Maxalt-MLT 4::Migraine
1011::Excedrin Migraine 4::Migraine
1012::Cambia 4::Migraine
1013::Fiorinal 4::Migraine
1014::gabapentinOFF LABEL 4::Migraine
1015::Frova 4::Migraine
1016::rizatriptan 4::Migraine
1017::Reglan 4::Migraine
1018::cyclobenzaprineOFF LABEL 4::Migraine
1019::Excedrin 4::Migraine
1020::aspirin / butalbital / caffeine 4::Migraine
1021::naratriptan 4::Migraine
1022::NorflexOFF LABEL 4::Migraine
1023::Botox 4::Migraine
1024::MethergineOFF LABEL 4::Migraine
1025::Migranal 4::Migraine
1026::Cafergot 4::Migraine
1027::diclofenac 4::Migraine
1028::Imitrex Statdose 4::Migraine
1029::almotriptan 4::Migraine
1030::zolmitriptan 4::Migraine
1031::metoclopramide 4::Migraine
1032::naproxen / sumatriptan 4::Migraine
1033::acetaminophen / aspirin / caffeine 4::Migraine
1034::eletriptan 4::Migraine
1035::Imitrex Nasal 4::Migraine
1036::Sumavel DosePro 4::Migraine
1037::cyproheptadine 4::Migraine
1038::dihydroergotamine 4::Migraine
1039::frovatriptan 4::Migraine
1040::Migergot 4::Migraine
1041::orphenadrineOFF LABEL 4::Migraine
1042::Zomig-ZMT 4::Migraine
1043::acetaminophen / aspirin / caffeine / salicylamide 4::Migraine
1044::Alsuma 4::Migraine
1045::caffeine / ergotamine 4::Migraine
1046::ergotamine 4::Migraine
1047::venlafaxineOFF LABEL 4::Migraine
1048::AntiflexOFF LABEL 4::Migraine
1049::D.H.E. 45 4::Migraine
1050::Farbital 4::Migraine
1051::NorflexOFF LABEL 4::Migraine
1052::onabotulinumtoxinA 4::Migraine
1053::Onzetra Xsail 4::Migraine
1054::OrfroOFF LABEL 4::Migraine
1055::orphenadrineOFF LABEL 4::Migraine
1056::OrphenateOFF LABEL 4::Migraine
1057::Painaid 4::Migraine
1058::Reglan 4::Migraine
1059::Relpax 4::Migraine
1060::rizatriptan 4::Migraine
1061::sumatriptan 4::Migraine
1062::Sumavel DosePro 4::Migraine
1063::Treximet 4::Migraine
1064::Vanquish 4::Migraine
1065::venlafaxineOFF LABEL 4::Migraine
1066::Zecuity 4::Migraine
1067::Zembrace SymTouch 4::Migraine
1068::zolmitriptan 4::Migraine
1069::Zomig 4::Migraine
1070::Zomig-ZMT 4::Migraine
1071::Cymbalta 4::Depression
1072::Lexapro 4::Depression
1073::Zoloft 4::Depression
1074::Celexa 4::Depression
1075::Prozac 4::Depression
1076::Wellbutrin XL 4::Depression
1077::citalopram 4::Depression
1078::Abilify 4::Depression
1079::bupropion 4::Depression
1080::Xanax 4::Depression
1081::Effexor XR 4::Depression
1082::sertraline 4::Depression
1083::Wellbutrin 4::Depression
1084::fluoxetine 4::Depression
1085::Pristiq 4::Depression
1086::Effexor 4::Depression
1087::Paxil 4::Depression
1088::venlafaxine 4::Depression
1089::Wellbutrin SR 4::Depression
1090::trazodone 4::Depression
1091::Remeron 4::Depression
1092::Viibryd 4::Depression
1093::escitalopram 4::Depression
1094::mirtazapine 4::Depression
1095::paroxetine 4::Depression
1096::Seroquel XR 4::Depression
1097::amitriptyline 4::Depression
1098::alprazolam 4::Depression
1099::Deplin 4::Depression
1100::ZyprexaOFF LABEL 4::Depression
1101::duloxetine 4::Depression
1102::nortriptyline 4::Depression
1103::tramadolOFF LABEL 4::Depression
1104::Fetzima 4::Depression
1105::lamotrigineOFF LABEL 4::Depression
1106::Alprazolam Intensol 4::Depression
1107::aripiprazole 4::Depression
1108::Budeprion SR 4::Depression
1109::Budeprion XL 4::Depression
1110::Desyrel 4::Depression
1111::Niravam 4::Depression
1112::Oleptro 4::Depression
1113::quetiapine 4::Depression
1114::Serzone 4::Depression
1115::Xanax XR 4::Depression
1116::Aplenzin 4::Depression
1117::Desyrel Dividose 4::Depression
1118::doxepin 4::Depression
1119::Forfivo XL 4::Depression
1120::lithiumOFF LABEL 4::Depression
1121::olanzapineOFF LABEL 4::Depression
1122::Paxil CR 4::Depression
1123::risperidoneOFF LABEL 4::Depression
1124::Symbyax 4::Depression
1125::Asendin 4::Depression
1126::desipramine 4::Depression
1127::desvenlafaxine 4::Depression
1128::Emsam 4::Depression
1129::imipramine 4::Depression
1130::Irenka 4::Depression
1131::Methylin ER 4::Depression
1132::methylphenidate 4::Depression
1133::Nardil 4::Depression
1134::nefazodone 4::Depression
1135::Pamelor 4::Depression
1136::Parnate 4::Depression
1137::Pexeva 4::Depression
1138::Prozac Weekly 4::Depression
1139::Rapiflux 4::Depression
1140::Remeron SolTab 4::Depression
1141::Sinequan 4::Depression
1142::Abilify Discmelt 4::Depression
1143::amitriptyline / chlordiazepoxide 4::Depression
1144::amoxapine 4::Depression
1145::Anafranil 4::Depression
1146::Ambien 4::Insomnia
1147::trazodoneOFF LABEL 4::Insomnia
1148::zolpidem 4::Insomnia
1149::Lunesta 4::Insomnia
1150::Ativan 4::Insomnia
1151::Dalmane 4::Insomnia
1152::Restoril 4::Insomnia
1153::Ambien CR 4::Insomnia
1154::temazepam 4::Insomnia
1155::Zyprexa ZydisOFF LABEL 4::Insomnia
1156::Prosom 4::Insomnia
1157::amitriptyline 4::Insomnia
1158::Halcion 4::Insomnia
1159::Rozerem 4::Insomnia
1160::Advil PM 4::Insomnia
1161::Belsomra 4::Insomnia
1162::lorazepam 4::Insomnia
1163::clonazepamOFF LABEL 4::Insomnia
1164::Silenor 4::Insomnia
1165::Sonata 4::Insomnia
1166::Intermezzo 4::Insomnia
1167::Unisom SleepTabs 4::Insomnia
1168::ZyprexaOFF LABEL 4::Insomnia
1169::Tylenol PM 4::Insomnia
1170::diphenhydramine 4::Insomnia
1171::doxepin 4::Insomnia
1172::gabapentinOFF LABEL 4::Insomnia
1173::eszopiclone 4::Insomnia
1174::mirtazapineOFF LABEL 4::Insomnia
1175::doxylamine 4::Insomnia
1176::flurazepam 4::Insomnia
1177::Seconal 4::Insomnia
1178::triazolam 4::Insomnia
1179::quetiapineOFF LABEL 4::Insomnia
1180::diphenhydramine / ibuprofen 4::Insomnia
1181::estazolam 4::Insomnia
1182::olanzapineOFF LABEL 4::Insomnia
1183::Seconal Sodium 4::Insomnia
1184::zaleplon 4::Insomnia
1185::Doral 4::Insomnia
1186::Edluar 4::Insomnia
1187::secobarbital 4::Insomnia
1188::Zolpimist 4::Insomnia
1189::acetaminophen / diphenhydramine 4::Insomnia
1190::chloral hydrate 4::Insomnia
1191::Compoz Nighttime Sleep Aid 4::Insomnia
1192::Nytol 4::Insomnia
1193::oxazepamOFF LABEL 4::Insomnia
1194::quazepam 4::Insomnia
1195::ramelteon 4::Insomnia
1196::Simply Sleep 4::Insomnia
1197::Sominex 4::Insomnia
1198::Unisom SleepGels 4::Insomnia
1199::Unisom SleepMelts 4::Insomnia
1200::butabarbitalOFF LABEL 4::Insomnia
1201::Nytol QuickCaps 4::Insomnia
1202::pentobarbitalOFF LABEL 4::Insomnia
1203::phenobarbitalOFF LABEL 4::Insomnia
1204::Sleepinal 4::Insomnia
1205::suvorexant 4::Insomnia
1206::Tranquil Nighttime Sleep Aid 4::Insomnia
1207::Twilite 4::Insomnia
1208::Z-Sleep 4::Insomnia
1209::ZzzQuil 4::Insomnia
1210::Aceta-Gesic 4::Insomnia
1211::Aldex AN 4::Insomnia
1212::Aldex AN Chewable 4::Insomnia
1213::Aleve PM 4::Insomnia
1214::amobarbitalOFF LABEL 4::Insomnia
1215::Aquachloral Supprettes 4::Insomnia
1216::Care One Sleep Aid 4::Insomnia
1217::dimenhydrinateOFF LABEL 4::Insomnia
1218::diphenhydramine / magnesium salicylate 4::Insomnia
1219::diphenhydramine / naproxen 4::Insomnia
1220::Doans PM 4::Insomnia
1221::Doxytex 4::Insomnia
1222::Equaline Sleep Aid 4::Insomnia
1223::Equate Sleep Aid 4::Insomnia
1224::Excedrin PM 4::Insomnia
1225::Headache Relief PM 4::Insomnia
1226::Hetlioz 4::Insomnia
1227::Ibuprofen PM 4::Insomnia
1228::Legatrin PM 4::Insomnia
1229::Mapap PM 4::Insomnia
1230::Medi-Sleep 4::Insomnia
1231::Midol PM 4::Insomnia
1232::Motrin PM 4::Insomnia
1233::Night Time Pain 4::Insomnia
1234::Nighttime Sleepaid 4::Insomnia
1235::Pain Relief PM Extra Strength 4::Insomnia
1236::Percogesic Extra Strength 4::Insomnia
1237::Sleep Aid 4::Insomnia
1238::tasimelteon 4::Insomnia
1239::Tylenol Sore Throat Nighttime 4::Insomnia
1240::Unisom PM Pain 4::Insomnia
1241::Benadryl 5::Cold|Cough
1242::diphenhydramine 5::Cold
1243::chlorpheniramine 5::Cold
1244::Tussionex Pennkinetic 5::Cold
1245::Acetaminophen 5::Cold
1246::chlorpheniramine 5::Cold
1247::phenylephrine 5::Cold
1248::Tylenol Cold 5::Cold
1249::Banophen 5::Cold
1250::Chlor­Trimeton 5::Cold
1251::Coricidin HBP Maximum Strength Flu 5::Cold
1252::TussiCaps 5::Cold
1253::Tylenol Cold MultiSymptom 5::Cold
1254::Sudafed PE Sinus & Allergy 5::Cold
1255::pseudoephedrine /triprolidine 5::Cold
1256::Sudafed PE Cold & Cough 5::Cold
1257::Vicks Nyquil D Cold and Flu Nighttime Relief 5::Cold
1258::Coricidin HBP Cold & Flu 5::Cold
1259::Vicks Dayquil Cold & Flu Relief 5::Cold
1260::Promethazine DM 5::Cold
1261::carboplatin 5::Cancer
1262::Adriamycin 5::Cancer
1263::Cytoxan 5::Cancer
1264::Adrucil 5::Cancer
1265::fluorouracil 5::Cancer
1266::cyclophosphamide 5::Cancer
1267::doxorubicin 5::Cancer
1268::etoposide 5::Cancer
1269::Paraplatin 5::Cancer
1270::Cosmegen 5::Cancer
1271::Ethyol 5::Cancer
1272::Cytoxan Lyophilized 5::Cancer
1273::Leukeran 5::Cancer
1274::Vincasar PFS 5::Cancer
1275::Oncovin 5::Cancer
1276::Toposar 5::Cancer
1277::vincristine 5::Cancer
1278::Etopophos 5::Cancer
1279::Fludara 5::Cancer
1280::Neosar 5::Cancer
1281::amifostine 5::Cancer
1282::chlorambucil 5::Cancer
1283::Hycamtin 5::Cancer
1284::Ifex 5::Cancer
1285::Mustargen 5::Cancer
1286::Aricept 5::Alzheimer
1287::Namenda 5::Alzheimer
1288::donepezil 5::Alzheimer
1289::Exelon 5::Alzheimer
1290::Aricept ODT 5::Alzheimer
1291::memantine 5::Alzheimer
1292::Namenda XR 5::Alzheimer
1293::Razadyne ER 5::Alzheimer
1294::galantamine 5::Alzheimer
1295::Razadyne 5::Alzheimer
1296::rivastigmine 5::Alzheimer
1297::Alpha E 5::Alzheimer
1298::vitamin e 5::Alzheimer
1299::Hydergine 5::Alzheimer
1300::Namzaric 5::Alzheimer
1301::Aqua-E 5::Alzheimer
1302::Aqua Gem-E 5::Alzheimer
1303::Aquasol E 5::Alzheimer
1304::Aquavite-E 5::Alzheimer
1305::Nutr-E-Sol 5::Alzheimer
1306::donepezil / memantine 5::Alzheimer
1307::E-400 Clear 5::Alzheimer
1308::E-600 5::Alzheimer
1309::E-Gems 5::Alzheimer
1310::ergoloid mesylates 5::Alzheimer
1311::sumatriptan 5::Migraine
1312::Imitrex 5::Migraine
1313::Maxalt 5::Migraine
1314::Relpax 5::Migraine
1315::Amerge 5::Migraine
1316::Axert 5::Migraine
1317::Butalbital Compound 5::Migraine
1318::Treximet 5::Migraine
1319::Zomig 5::Migraine
1320::Maxalt-MLT 5::Migraine
1321::Excedrin Migraine 5::Migraine
1322::Cambia 5::Migraine
1323::Fiorinal 5::Migraine
1324::gabapentinOFF LABEL 5::Migraine
1325::Frova 5::Migraine
1326::rizatriptan 5::Migraine
1327::Reglan 5::Migraine
1328::cyclobenzaprineOFF LABEL 5::Migraine
1329::Excedrin 5::Migraine
1330::aspirin / butalbital / caffeine 5::Migraine
1331::naratriptan 5::Migraine
1332::NorflexOFF LABEL 5::Migraine
1333::Botox 5::Migraine
1334::MethergineOFF LABEL 5::Migraine
1335::Migranal 5::Migraine
1336::Cafergot 5::Migraine
1337::diclofenac 5::Migraine
1338::Imitrex Statdose 5::Migraine
1339::almotriptan 5::Migraine
1340::zolmitriptan 5::Migraine
1341::metoclopramide 5::Migraine
1342::naproxen / sumatriptan 5::Migraine
1343::acetaminophen / aspirin / caffeine 5::Migraine
1344::eletriptan 5::Migraine
1345::Imitrex Nasal 5::Migraine
1346::Sumavel DosePro 5::Migraine
1347::cyproheptadine 5::Migraine
1348::dihydroergotamine 5::Migraine
1349::frovatriptan 5::Migraine
1350::Migergot 5::Migraine
1351::orphenadrineOFF LABEL 5::Migraine
1352::Zomig-ZMT 5::Migraine
1353::acetaminophen / aspirin / caffeine / salicylamide 5::Migraine
1354::Alsuma 5::Migraine
1355::caffeine / ergotamine 5::Migraine
1356::ergotamine 5::Migraine
1357::venlafaxineOFF LABEL 5::Migraine
1358::AntiflexOFF LABEL 5::Migraine
1359::D.H.E. 45 5::Migraine
1360::Farbital 5::Migraine
1361::NorflexOFF LABEL 5::Migraine
1362::onabotulinumtoxinA 5::Migraine
1363::Onzetra Xsail 5::Migraine
1364::OrfroOFF LABEL 5::Migraine
1365::orphenadrineOFF LABEL 5::Migraine
1366::OrphenateOFF LABEL 5::Migraine
1367::Painaid 5::Migraine
1368::Reglan 5::Migraine
1369::Relpax 5::Migraine
1370::rizatriptan 5::Migraine
1371::sumatriptan 5::Migraine
1372::Sumavel DosePro 5::Migraine
1373::Treximet 5::Migraine
1374::Vanquish 5::Migraine
1375::venlafaxineOFF LABEL 5::Migraine
1376::Zecuity 5::Migraine
1377::Zembrace SymTouch 5::Migraine
1378::zolmitriptan 5::Migraine
1379::Zomig 5::Migraine
1380::Zomig-ZMT 5::Migraine
1381::Cymbalta 5::Depression
1382::Lexapro 5::Depression
1383::Zoloft 5::Depression
1384::Celexa 5::Depression
1385::Prozac 5::Depression
1386::Wellbutrin XL 5::Depression
1387::citalopram 5::Depression
1388::Abilify 5::Depression
1389::bupropion 5::Depression
1390::Xanax 5::Depression
1391::Effexor XR 5::Depression
1392::sertraline 5::Depression
1393::Wellbutrin 5::Depression
1394::fluoxetine 5::Depression
1395::Pristiq 5::Depression
1396::Effexor 5::Depression
1397::Paxil 5::Depression
1398::venlafaxine 5::Depression
1399::Wellbutrin SR 5::Depression
1400::trazodone 5::Depression
1401::Remeron 5::Depression
1402::Viibryd 5::Depression
1403::escitalopram 5::Depression
1404::mirtazapine 5::Depression
1405::paroxetine 5::Depression
1406::Seroquel XR 5::Depression
1407::amitriptyline 5::Depression
1408::alprazolam 5::Depression
1409::Deplin 5::Depression
1410::ZyprexaOFF LABEL 5::Depression
1411::duloxetine 5::Depression
1412::nortriptyline 5::Depression
1413::tramadolOFF LABEL 5::Depression
1414::Fetzima 5::Depression
1415::lamotrigineOFF LABEL 5::Depression
1416::Alprazolam Intensol 5::Depression
1417::aripiprazole 5::Depression
1418::Budeprion SR 5::Depression
1419::Budeprion XL 5::Depression
1420::Desyrel 5::Depression
1421::Niravam 5::Depression
1422::Oleptro 5::Depression
1423::quetiapine 5::Depression
1424::Serzone 5::Depression
1425::Xanax XR 5::Depression
1426::Aplenzin 5::Depression
1427::Desyrel Dividose 5::Depression
1428::doxepin 5::Depression
1429::Forfivo XL 5::Depression
1430::lithiumOFF LABEL 5::Depression
1431::olanzapineOFF LABEL 5::Depression
1432::Paxil CR 5::Depression
1433::risperidoneOFF LABEL 5::Depression
1434::Symbyax 5::Depression
1435::Asendin 5::Depression
1436::desipramine 5::Depression
1437::desvenlafaxine 5::Depression
1438::Emsam 5::Depression
1439::imipramine 5::Depression
1440::Irenka 5::Depression
1441::Methylin ER 5::Depression
1442::methylphenidate 5::Depression
1443::Nardil 5::Depression
1444::nefazodone 5::Depression
1445::Pamelor 5::Depression
1446::Parnate 5::Depression
1447::Pexeva 5::Depression
1448::Prozac Weekly 5::Depression
1449::Rapiflux 5::Depression
1450::Remeron SolTab 5::Depression
1451::Sinequan 5::Depression
1452::Abilify Discmelt 5::Depression
1453::amitriptyline / chlordiazepoxide 5::Depression
1454::amoxapine 5::Depression
1455::Anafranil 5::Depression
1456::Ambien 5::Insomnia
1457::trazodoneOFF LABEL 5::Insomnia
1458::zolpidem 5::Insomnia
1459::Lunesta 5::Insomnia
1460::Ativan 5::Insomnia
1461::Dalmane 5::Insomnia
1462::Restoril 5::Insomnia
1463::Ambien CR 5::Insomnia
1464::temazepam 5::Insomnia
1465::Zyprexa ZydisOFF LABEL 5::Insomnia
1466::Prosom 5::Insomnia
1467::amitriptyline 5::Insomnia
1468::Halcion 5::Insomnia
1469::Rozerem 5::Insomnia
1470::Advil PM 5::Insomnia
1471::Belsomra 5::Insomnia
1472::lorazepam 5::Insomnia
1473::clonazepamOFF LABEL 5::Insomnia
1474::Silenor 5::Insomnia
1475::Sonata 5::Insomnia
1476::Intermezzo 5::Insomnia
1477::Unisom SleepTabs 5::Insomnia
1478::ZyprexaOFF LABEL 5::Insomnia
1479::Tylenol PM 5::Insomnia
1480::diphenhydramine 5::Insomnia
1481::doxepin 5::Insomnia
1482::gabapentinOFF LABEL 5::Insomnia
1483::eszopiclone 5::Insomnia
1484::mirtazapineOFF LABEL 5::Insomnia
1485::doxylamine 5::Insomnia
1486::flurazepam 5::Insomnia
1487::Seconal 5::Insomnia
1488::triazolam 5::Insomnia
1489::quetiapineOFF LABEL 5::Insomnia
1490::diphenhydramine / ibuprofen 5::Insomnia
1491::estazolam 5::Insomnia
1492::olanzapineOFF LABEL 5::Insomnia
1493::Seconal Sodium 5::Insomnia
1494::zaleplon 5::Insomnia
1495::Doral 5::Insomnia
1496::Edluar 5::Insomnia
1497::secobarbital 5::Insomnia
1498::Zolpimist 5::Insomnia
1499::acetaminophen / diphenhydramine 5::Insomnia
1500::chloral hydrate 5::Insomnia
1501::Compoz Nighttime Sleep Aid 5::Insomnia
1502::Nytol 5::Insomnia
1503::oxazepamOFF LABEL 5::Insomnia
1504::quazepam 5::Insomnia
1505::ramelteon 5::Insomnia
1506::Simply Sleep 5::Insomnia
1507::Sominex 5::Insomnia
1508::Unisom SleepGels 5::Insomnia
1509::Unisom SleepMelts 5::Insomnia
1510::butabarbitalOFF LABEL 5::Insomnia
1511::Nytol QuickCaps 5::Insomnia
1512::pentobarbitalOFF LABEL 5::Insomnia
1513::phenobarbitalOFF LABEL 5::Insomnia
1514::Sleepinal 5::Insomnia
1515::suvorexant 5::Insomnia
1516::Tranquil Nighttime Sleep Aid 5::Insomnia
1517::Twilite 5::Insomnia
1518::Z-Sleep 5::Insomnia
1519::ZzzQuil 5::Insomnia
1520::Aceta-Gesic 5::Insomnia
1521::Aldex AN 5::Insomnia
1522::Aldex AN Chewable 5::Insomnia
1523::Aleve PM 5::Insomnia
1524::amobarbitalOFF LABEL 5::Insomnia
1525::Aquachloral Supprettes 5::Insomnia
1526::Care One Sleep Aid 5::Insomnia
1527::dimenhydrinateOFF LABEL 5::Insomnia
1528::diphenhydramine / magnesium salicylate 5::Insomnia
1529::diphenhydramine / naproxen 5::Insomnia
1530::Doans PM 5::Insomnia
1531::Doxytex 5::Insomnia
1532::Equaline Sleep Aid 5::Insomnia
1533::Equate Sleep Aid 5::Insomnia
1534::Excedrin PM 5::Insomnia
1535::Headache Relief PM 5::Insomnia
1536::Hetlioz 5::Insomnia
1537::Ibuprofen PM 5::Insomnia
1538::Legatrin PM 5::Insomnia
1539::Mapap PM 5::Insomnia
1540::Medi-Sleep 5::Insomnia
1541::Midol PM 5::Insomnia
1542::Motrin PM 5::Insomnia
1543::Night Time Pain 5::Insomnia
1544::Nighttime Sleepaid 5::Insomnia
1545::Pain Relief PM Extra Strength 5::Insomnia
1546::Percogesic Extra Strength 5::Insomnia
1547::Sleep Aid 5::Insomnia
1548::tasimelteon 5::Insomnia
1549::Tylenol Sore Throat Nighttime 5::Insomnia
1550::Unisom PM Pain 5::Insomnia
1551::Benadryl 6::Cold|Cough
1552::diphenhydramine 6::Cold
1553::chlorpheniramine 6::Cold
1554::Tussionex Pennkinetic 6::Cold
1555::Acetaminophen 6::Cold
1556::chlorpheniramine 6::Cold
1557::phenylephrine 6::Cold
1558::Tylenol Cold 6::Cold
1559::Banophen 6::Cold
1560::Chlor­Trimeton 6::Cold
1561::Coricidin HBP Maximum Strength Flu 6::Cold
1562::TussiCaps 6::Cold
1563::Tylenol Cold MultiSymptom 6::Cold
1564::Sudafed PE Sinus & Allergy 6::Cold
1565::pseudoephedrine /triprolidine 6::Cold
1566::Sudafed PE Cold & Cough 6::Cold
